Overall Qual,Gr Liv Area,Garage Cars,Garage Area,Total Bsmt SF,1st Flr SF,Year Built,Year Remod/Add,Full Bath,TotRms AbvGrd,Neighborhood,SalePrice,Age of House
7,2044,2.0,489.0,738.0,1277,1980,1988,2,7,NWAmes,185000,36
5,1308,2.0,484.0,720.0,720,1969,1969,1,7,NWAmes,146900,55
7,2840,4.0,1314.0,1420.0,1420,1978,1978,2,8,NWAmes,292500,46
6,1523,2.0,478.0,1193.0,1523,1976,1976,2,7,NWAmes,180000,48
6,1444,2.0,473.0,1444.0,1444,1976,1976,2,5,NWAmes,159900,48
7,1964,2.0,483.0,803.0,1098,1976,1976,2,8,NWAmes,205000,48
5,1178,2.0,439.0,1176.0,1178,1973,2000,1,5,NWAmes,157000,24
8,2340,3.0,787.0,1236.0,1236,1996,1996,2,9,NWAmes,306000,28
5,1792,2.0,480.0,896.0,896,1974,1974,2,8,NAmes,133000,50
6,1054,2.0,460.0,1054.0,1054,1969,1969,1,6,NAmes,151000,55
4,936,1.0,288.0,936.0,936,1969,1969,1,4,NAmes,111900,55
5,864,2.0,576.0,864.0,864,1971,1971,1,5,NAmes,123000,53
4,864,2.0,576.0,864.0,864,1972,1972,1,5,NAmes,111250,52
6,1337,2.0,511.0,1405.0,1337,1998,1999,2,5,NAmes,181000,25
6,987,1.0,264.0,483.0,483,1973,1973,1,5,BrDale,103400,51
6,987,1.0,264.0,483.0,483,1973,1973,1,5,BrDale,100000,51
6,987,1.0,352.0,483.0,483,1972,1972,1,5,BrDale,100500,52
6,987,1.0,280.0,483.0,483,1970,1970,1,5,BrDale,106000,54
6,987,1.0,264.0,483.0,483,1971,1971,1,4,BrDale,85400,53
6,987,1.0,264.0,483.0,483,1971,1971,1,5,BrDale,89500,53
5,1302,1.0,264.0,630.0,630,1972,1972,2,6,BrDale,111750,52
6,1069,2.0,440.0,1069.0,1069,1977,1977,2,4,NPkVill,140000,47
6,1456,2.0,460.0,855.0,855,1975,1975,2,7,NPkVill,143000,49
7,1055,2.0,440.0,1055.0,1055,1977,1977,2,4,NPkVill,148500,47
5,892,1.0,264.0,864.0,892,1966,1966,1,5,NAmes,110000,58
8,1932,3.0,774.0,1932.0,1932,2008,2008,2,7,NridgHt,394617,16
10,2332,3.0,846.0,1682.0,1742,2007,2008,2,9,NridgHt,426000,16
10,2084,3.0,1220.0,2078.0,2084,2007,2008,2,7,NridgHt,385000,16
9,2713,3.0,858.0,1452.0,1476,2008,2008,2,11,NridgHt,446261,16
8,1582,3.0,905.0,1582.0,1582,2007,2007,2,7,NridgHt,317500,17
8,1710,3.0,866.0,1710.0,1710,2007,2008,2,6,NridgHt,372402,16
8,2464,3.0,650.0,2418.0,2464,2007,2007,2,9,NridgHt,417500,17
9,1950,3.0,706.0,1950.0,1950,2007,2007,2,7,NridgHt,383000,17
9,2748,3.0,850.0,1850.0,1850,2006,2006,2,9,NridgHt,390000,18
10,2790,4.0,1150.0,1620.0,1632,2005,2006,2,10,NridgHt,460000,18
9,2331,3.0,1003.0,1414.0,1414,2005,2005,2,9,NridgHt,379000,19
8,2088,3.0,656.0,948.0,948,2007,2007,2,10,NridgHt,250000,17
8,2332,3.0,756.0,1148.0,1170,2004,2004,2,9,NridgHt,316000,20
10,2470,3.0,789.0,2535.0,2470,2003,2003,1,7,NridgHt,615000,21
9,2668,3.0,726.0,1572.0,1572,2003,2004,2,10,NridgHt,412500,20
7,2046,3.0,871.0,998.0,1006,2003,2004,2,8,NridgHt,284000,20
8,1575,3.0,732.0,1603.0,1575,2003,2004,2,7,NridgHt,284000,20
8,2649,3.0,746.0,1479.0,1515,2001,2002,2,10,NridgHt,421250,22
8,2690,3.0,795.0,1765.0,1804,2003,2003,2,9,NridgHt,370000,21
9,1866,3.0,870.0,1858.0,1866,2008,2008,2,7,NridgHt,336860,16
9,1702,3.0,1052.0,1702.0,1702,2008,2008,1,7,NridgHt,367294,16
7,1367,2.0,484.0,1367.0,1367,2005,2005,2,6,NridgHt,192000,19
8,1518,2.0,588.0,1518.0,1518,2003,2004,1,6,NridgHt,274000,20
9,1684,2.0,564.0,1684.0,1684,2005,2005,2,6,NridgHt,266000,19
9,1800,3.0,944.0,1800.0,1800,2007,2008,2,6,NridgHt,370967,16
8,1342,2.0,550.0,1342.0,1342,2006,2007,2,6,NridgHt,234250,17
8,1342,2.0,550.0,1342.0,1342,2006,2007,2,6,NridgHt,219500,17
7,1626,2.0,474.0,764.0,764,2003,2004,2,6,NridgHt,155000,20
7,1626,2.0,474.0,764.0,764,2003,2004,2,6,NridgHt,154000,20
7,1358,2.0,484.0,1358.0,1358,2004,2004,2,6,NridgHt,207000,20
7,1455,3.0,644.0,1415.0,1455,2003,2003,2,6,Blmngtn,195000,21
7,1576,3.0,668.0,1393.0,1576,2004,2004,2,7,Blmngtn,219990,20
7,1504,2.0,437.0,1346.0,1504,2005,2006,2,7,Blmngtn,191000,18
7,1266,2.0,388.0,1266.0,1266,2007,2007,2,6,Blmngtn,159895,17
7,1246,2.0,428.0,1146.0,1246,2007,2008,2,5,Blmngtn,187687,16
6,1515,2.0,393.0,789.0,813,2004,2004,2,8,Gilbert,179000,20
6,1593,2.0,398.0,839.0,864,2004,2004,2,8,Gilbert,193000,20
7,1166,2.0,400.0,856.0,1166,2005,2005,2,5,Gilbert,190000,19
6,1456,2.0,400.0,728.0,728,2005,2005,2,8,Gilbert,176000,19
7,1720,2.0,400.0,840.0,840,2002,2003,2,7,Gilbert,188000,21
7,1986,2.0,434.0,847.0,847,2003,2003,2,9,Gilbert,213000,21
7,1358,2.0,484.0,1350.0,1358,2007,2008,2,6,NridgHt,217300,16
6,1792,2.0,451.0,936.0,962,2000,2000,2,8,Gilbert,186500,24
7,1892,2.0,431.0,982.0,1008,2000,2001,2,8,Gilbert,226750,23
7,1490,2.0,388.0,788.0,788,2004,2005,2,8,Gilbert,184000,19
7,1414,2.0,403.0,707.0,707,2002,2002,2,6,Gilbert,176000,22
7,2322,2.0,400.0,1037.0,1037,1999,2000,2,8,Gilbert,225000,24
7,1651,2.0,450.0,831.0,873,1999,1999,2,7,Gilbert,185900,25
8,2199,2.0,516.0,1173.0,1182,1997,1997,2,9,NoRidge,284500,27
8,2630,3.0,696.0,1470.0,1470,1998,1998,2,8,NoRidge,315000,26
8,2198,3.0,836.0,1145.0,1145,2000,2000,2,9,NoRidge,250000,24
9,2172,3.0,687.0,1519.0,1533,2000,2000,2,8,NoRidge,291000,24
8,2006,3.0,938.0,1982.0,2006,1998,1998,2,5,NoRidge,350000,26
7,2125,2.0,576.0,1064.0,1064,1996,1997,2,12,NoRidge,279500,27
8,2501,3.0,751.0,1242.0,1251,1995,1995,2,9,NoRidge,290000,29
8,2113,3.0,839.0,2109.0,2113,1995,1995,2,7,NoRidge,350000,29
7,2418,3.0,983.0,1311.0,1325,1993,1994,2,9,NoRidge,341000,30
7,2197,3.0,783.0,1080.0,1108,1993,1994,2,9,NoRidge,287500,30
7,2127,2.0,525.0,1223.0,1223,1994,1994,2,5,NoRidge,271000,30
8,1987,2.0,691.0,1986.0,1987,1994,1994,2,7,NoRidge,301500,30
8,1580,3.0,830.0,1580.0,1580,2007,2008,2,7,Somerst,235128,16
6,1933,3.0,668.0,894.0,894,2007,2007,2,9,Somerst,214000,17
8,1574,3.0,824.0,1574.0,1574,2006,2006,2,7,Somerst,232000,18
7,1578,3.0,642.0,1578.0,1578,2006,2006,2,7,Somerst,240000,18
9,1506,2.0,592.0,1498.0,1506,2008,2008,2,6,Somerst,264132,16
8,1563,3.0,758.0,1563.0,1563,2007,2007,2,6,Somerst,245000,17
7,1428,2.0,554.0,1417.0,1428,2008,2008,2,6,Somerst,227680,16
8,1861,3.0,851.0,1341.0,1341,2007,2007,3,7,Somerst,257000,17
8,1874,3.0,880.0,955.0,955,2007,2008,2,8,Somerst,297900,16
8,1460,2.0,480.0,1460.0,1460,2006,2007,2,6,Somerst,247000,17
8,1372,2.0,588.0,1363.0,1372,2007,2008,2,6,Somerst,212700,16
7,1372,2.0,529.0,1372.0,1372,2007,2008,2,6,Somerst,250580,16
7,1428,2.0,480.0,1428.0,1428,2007,2008,2,6,Somerst,182000,16
7,1768,2.0,603.0,866.0,866,2005,2005,2,7,Somerst,226700,19
8,1992,2.0,648.0,1053.0,1053,2003,2004,2,9,Somerst,250000,20
7,1958,3.0,936.0,1026.0,1026,2005,2005,2,9,Somerst,250000,19
8,2078,3.0,836.0,1034.0,1050,2007,2008,2,8,Somerst,339750,16
7,1665,2.0,562.0,813.0,822,2007,2007,2,7,Somerst,205950,17
8,1660,3.0,660.0,1660.0,1660,2007,2007,2,7,Somerst,256000,17
7,1218,2.0,462.0,1218.0,1218,2007,2008,2,6,Somerst,230348,16
6,1728,2.0,673.0,864.0,864,2003,2003,2,7,Somerst,207500,21
7,1080,0.0,0.0,1080.0,1080,2004,2005,1,6,SawyerW,141000,19
6,1696,2.0,542.0,835.0,835,2003,2003,2,7,SawyerW,188000,21
7,1663,2.0,478.0,835.0,835,2003,2004,2,8,SawyerW,192500,20
6,1175,0.0,0.0,1175.0,1175,2005,2006,1,6,SawyerW,146000,18
5,1114,2.0,576.0,1114.0,1114,2004,2004,1,6,SawyerW,159000,20
6,1114,2.0,576.0,1114.0,1114,2003,2004,1,6,SawyerW,155000,20
6,1640,2.0,520.0,798.0,798,2004,2004,2,6,SawyerW,173000,20
7,1162,2.0,483.0,1162.0,1162,2007,2007,2,6,SawyerW,170000,17
6,1609,2.0,525.0,754.0,754,1995,1995,2,6,SawyerW,182000,29
6,1680,2.0,474.0,886.0,886,1993,1994,2,7,SawyerW,163000,30
6,1679,2.0,575.0,1408.0,1679,1994,1998,2,7,SawyerW,193500,26
7,1657,2.0,483.0,832.0,832,1994,1995,2,6,SawyerW,189000,29
6,1677,2.0,627.0,827.0,827,2001,2001,2,7,SawyerW,190500,23
7,1737,2.0,506.0,836.0,844,1992,1992,2,7,SawyerW,175000,32
6,1294,2.0,496.0,1278.0,1294,1991,1991,2,6,SawyerW,179200,33
6,1710,2.0,506.0,832.0,832,1993,1993,2,7,SawyerW,187000,31
6,1617,2.0,533.0,1604.0,1617,1993,1994,2,5,SawyerW,193000,30
6,1199,2.0,530.0,1199.0,1199,1993,1993,2,5,SawyerW,153900,31
5,984,1.0,384.0,984.0,984,1963,1963,1,5,Sawyer,128000,61
5,912,1.0,352.0,912.0,912,1962,1962,1,4,Sawyer,144000,62
5,864,1.0,420.0,864.0,864,1961,2007,1,5,Sawyer,135000,17
5,890,1.0,308.0,890.0,890,1968,1968,1,5,Sawyer,115000,56
5,864,1.0,276.0,864.0,864,1963,1963,1,5,Sawyer,119916,61
6,912,1.0,288.0,912.0,912,1961,1996,1,5,Sawyer,142000,28
6,1430,2.0,484.0,1430.0,1430,1974,1974,2,6,Veenker,192000,50
5,1641,2.0,490.0,1001.0,1001,1972,1972,2,5,Sawyer,140000,52
6,2683,2.0,473.0,930.0,1364,1990,1991,2,9,NoRidge,290000,33
9,2786,2.0,636.0,1848.0,1827,1993,1994,2,10,NoRidge,372500,30
7,1391,2.0,530.0,1391.0,1391,2004,2004,2,5,Somerst,196000,20
7,1250,2.0,625.0,625.0,625,2006,2007,2,5,Somerst,171900,17
7,1245,2.0,495.0,1235.0,1245,2004,2005,2,5,Somerst,178000,19
6,1200,2.0,480.0,600.0,600,2005,2005,2,5,Somerst,165000,19
7,1392,2.0,540.0,689.0,703,2007,2007,2,5,Somerst,146000,17
7,1392,2.0,540.0,689.0,703,2007,2007,2,5,Somerst,146000,17
7,1501,2.0,440.0,744.0,757,1999,1999,2,6,Somerst,179400,25
6,1549,2.0,440.0,744.0,757,1999,1999,2,6,Somerst,172900,25
9,1638,2.0,495.0,1614.0,1638,2000,2000,2,5,Somerst,300000,24
9,1310,2.0,545.0,1310.0,1310,2001,2001,1,5,Somerst,285000,23
9,1419,2.0,588.0,1419.0,1419,2001,2001,1,5,Somerst,290000,23
9,1557,2.0,484.0,1557.0,1557,1999,2000,2,5,Somerst,305000,24
9,1709,2.0,506.0,1698.0,1709,1999,2000,2,5,Somerst,328900,24
7,1252,2.0,462.0,600.0,624,1999,2000,2,4,Somerst,160000,24
7,1404,2.0,462.0,672.0,684,1999,2000,2,5,Somerst,170000,24
7,1789,2.0,546.0,858.0,872,2001,2001,2,7,Somerst,223000,23
8,1586,2.0,480.0,960.0,962,1999,1999,2,7,Somerst,170000,25
8,1607,2.0,480.0,960.0,962,1999,2000,2,7,Somerst,200000,24
10,2393,2.0,846.0,970.0,1469,1998,1999,2,7,Somerst,345000,25
8,1288,2.0,500.0,1260.0,1288,1996,1996,1,4,Veenker,245500,28
8,1239,2.0,477.0,1230.0,1239,1995,1995,1,4,Veenker,217500,29
8,1719,2.0,473.0,1719.0,1719,1993,1993,1,6,Veenker,324000,31
6,1232,2.0,516.0,1232.0,1232,1984,1984,2,6,Veenker,162500,40
9,2944,3.0,864.0,994.0,1599,1977,1977,2,9,Veenker,150000,47
8,1671,2.0,550.0,1426.0,1671,1976,2007,3,6,Veenker,290000,17
7,1812,2.0,469.0,952.0,952,2002,2002,2,7,Somerst,205000,22
7,1682,2.0,530.0,1304.0,1682,1970,1970,2,7,NWAmes,174000,54
6,1427,2.0,516.0,1427.0,1427,1969,1969,2,7,NWAmes,183000,55
6,1740,2.0,512.0,1740.0,1740,1968,1968,1,8,NWAmes,150000,56
6,1258,2.0,528.0,1258.0,1258,1971,2004,2,5,NWAmes,145000,20
7,1620,2.0,578.0,1620.0,1620,1967,1967,2,8,NWAmes,215000,57
5,1625,2.0,484.0,1625.0,1625,1965,1965,2,8,NWAmes,140500,59
6,2614,2.0,624.0,1522.0,1548,1974,1997,2,9,NWAmes,240000,27
5,1464,2.0,470.0,732.0,732,1968,1968,1,7,NAmes,141000,56
5,912,2.0,576.0,912.0,912,1965,2008,1,5,NAmes,147000,16
5,925,2.0,576.0,912.0,925,1965,2005,1,5,NAmes,135000,19
5,1728,2.0,576.0,1728.0,1728,1965,1965,2,10,NAmes,145000,59
5,1728,2.0,576.0,1728.0,1728,1965,1965,2,10,NAmes,142600,59
5,1656,2.0,506.0,1656.0,1656,1973,1973,2,8,NWAmes,135000,51
7,1670,2.0,464.0,825.0,845,1971,1971,1,7,NWAmes,170000,53
8,2715,2.0,831.0,1142.0,1175,1976,1996,3,11,NWAmes,299800,28
6,1876,2.0,540.0,901.0,943,1974,1974,2,8,NWAmes,185000,50
6,1632,2.0,484.0,800.0,800,1966,2000,1,7,NWAmes,173000,24
7,999,2.0,588.0,944.0,999,1961,2007,1,6,NAmes,178400,17
7,1978,2.0,486.0,832.0,1098,1968,1968,2,9,NWAmes,176000,56
5,1014,1.0,267.0,0.0,1014,1956,1956,1,6,NAmes,98000,68
4,907,1.0,352.0,907.0,907,1957,1957,1,5,NAmes,109008,67
4,952,1.0,283.0,952.0,952,1956,1956,1,4,NAmes,135750,68
5,1128,2.0,525.0,1120.0,1128,1963,1963,2,6,NAmes,155000,61
6,1425,2.0,576.0,1425.0,1425,1964,1964,2,7,NAmes,180500,60
6,1165,2.0,490.0,1127.0,1165,1966,1966,1,6,NAmes,174900,58
6,1136,1.0,384.0,1136.0,1136,1965,1965,1,5,NAmes,140000,59
6,1092,2.0,504.0,1092.0,1092,1964,1964,1,6,NAmes,145000,60
5,1265,2.0,502.0,1219.0,1265,1965,1999,2,6,NAmes,179900,25
6,1350,2.0,520.0,1248.0,1350,1964,1964,1,6,NAmes,168500,60
5,1114,2.0,451.0,1114.0,1114,1961,1961,1,5,NAmes,140000,63
5,1053,1.0,312.0,1053.0,1053,1959,2006,1,5,NAmes,145500,18
6,1252,2.0,528.0,1252.0,1252,1959,1959,1,7,NAmes,142000,65
4,1100,1.0,312.0,1100.0,1100,1960,1960,1,6,NAmes,141000,64
5,1118,1.0,264.0,1118.0,1118,1960,2000,1,6,NAmes,153000,24
3,720,1.0,287.0,0.0,720,1949,1950,1,4,BrkSide,72500,74
3,729,0.0,0.0,270.0,729,1935,2003,1,5,BrkSide,52000,21
5,1077,1.0,205.0,991.0,1077,1939,1950,1,5,BrkSide,118000,74
4,906,1.0,231.0,348.0,453,1937,1950,1,5,BrkSide,87000,74
5,1496,2.0,450.0,1296.0,1496,1960,1960,2,6,NAmes,141500,64
6,1252,1.0,288.0,1032.0,1032,1950,1950,1,6,NAmes,119000,74
5,1337,1.0,264.0,572.0,1337,1950,2006,1,7,NAmes,141500,18
6,1661,1.0,377.0,992.0,1661,1955,1996,1,8,NAmes,165500,28
5,1036,1.0,312.0,1036.0,1036,1953,1953,1,5,NAmes,112900,71
7,1820,2.0,492.0,864.0,902,1965,1988,1,8,NAmes,201800,36
6,1362,2.0,504.0,1362.0,1362,1961,1961,1,6,NAmes,163000,63
5,1144,2.0,456.0,1144.0,1144,1961,1961,1,6,NAmes,139950,63
6,1537,2.0,462.0,1319.0,1537,1962,2005,1,7,NAmes,174000,19
6,1431,1.0,296.0,1099.0,1431,1962,1962,1,6,NAmes,165000,62
6,1988,2.0,480.0,1104.0,1104,1966,1999,2,9,NAmes,227000,25
5,1098,1.0,260.0,1098.0,1098,1955,1955,1,6,NAmes,135000,69
5,1144,1.0,336.0,1144.0,1144,1963,1963,1,6,NAmes,124000,61
5,1283,2.0,506.0,931.0,1283,1962,1980,1,6,NAmes,140000,44
5,1176,1.0,292.0,1176.0,1176,1957,1957,1,6,NAmes,136500,67
5,1440,1.0,480.0,1248.0,1440,1959,1998,2,7,NAmes,185000,26
6,1261,2.0,433.0,1261.0,1261,1958,1958,1,6,NAmes,163000,66
6,1570,2.0,441.0,1395.0,1570,1958,1958,1,5,NAmes,166800,66
6,1196,1.0,297.0,1196.0,1196,1956,1956,1,6,NAmes,139000,68
6,1392,2.0,458.0,1392.0,1392,1957,1957,1,6,NAmes,166000,67
6,1080,1.0,288.0,1080.0,1080,1958,1958,1,5,NAmes,136000,66
5,1104,1.0,384.0,1104.0,1104,1956,1958,1,5,NAmes,133000,66
5,882,1.0,240.0,720.0,882,1952,1952,1,4,NAmes,116000,72
5,1152,2.0,636.0,1152.0,1152,1953,1953,1,6,NAmes,137500,71
5,950,2.0,400.0,984.0,950,1953,1953,1,5,NAmes,130000,71
6,1790,2.0,540.0,998.0,1790,1957,1957,2,6,NAmes,180000,67
5,952,2.0,840.0,952.0,952,1951,1951,1,4,NAmes,139000,73
5,773,1.0,240.0,773.0,773,1953,1953,1,4,NAmes,110000,71
5,1764,1.0,301.0,0.0,1764,1957,1982,2,7,NAmes,100000,42
5,1216,1.0,336.0,832.0,832,1947,1950,1,6,NAmes,118500,74
5,1824,2.0,484.0,1824.0,1824,1957,1957,2,9,NAmes,146000,67
4,869,1.0,390.0,0.0,869,1948,1950,1,3,OldTown,89900,74
5,1159,1.0,288.0,747.0,747,1925,1950,1,5,OldTown,114000,74
5,1558,1.0,288.0,913.0,1048,1945,1950,1,6,NAmes,140000,74
4,672,1.0,308.0,672.0,672,1940,2005,1,4,OldTown,86900,19
5,1436,4.0,1488.0,892.0,1254,1922,1950,1,7,OldTown,139000,74
4,1294,0.0,0.0,0.0,694,1900,2000,2,7,OldTown,106250,24
6,1716,2.0,490.0,858.0,858,1962,1962,1,8,NAmes,171000,62
5,1044,2.0,372.0,912.0,1044,1968,1968,1,5,NAmes,139000,56
7,1312,2.0,495.0,1312.0,1312,1958,2001,1,6,NAmes,186000,23
6,1253,1.0,352.0,1253.0,1253,1960,1960,1,5,NAmes,157000,64
6,1081,1.0,401.0,1081.0,1081,1960,1993,1,5,NAmes,148000,31
7,2069,2.0,505.0,585.0,2069,1960,2007,2,9,NAmes,242000,17
5,910,2.0,414.0,105.0,910,1953,1996,1,5,NAmes,116000,28
5,876,2.0,576.0,876.0,876,1951,1951,1,5,NAmes,94000,73
5,1048,2.0,420.0,0.0,1048,1950,1950,1,7,NAmes,98300,74
5,1507,1.0,404.0,1075.0,1507,1960,1960,2,7,NAmes,127000,64
5,1256,1.0,311.0,1256.0,1256,1959,1959,1,6,NAmes,159000,65
5,1027,1.0,299.0,1027.0,1027,1962,1962,1,6,NAmes,125900,62
5,1269,1.0,308.0,1269.0,1269,1960,1960,1,6,NAmes,155000,64
6,1320,2.0,576.0,768.0,819,1948,1950,2,5,NAmes,138000,74
6,984,1.0,280.0,936.0,984,1954,1954,1,4,NAmes,112500,70
6,832,2.0,528.0,832.0,832,1954,1954,1,4,NAmes,105500,70
6,1278,1.0,240.0,854.0,854,1954,1954,1,6,NAmes,127500,70
5,1800,0.0,0.0,1800.0,1800,1961,1961,2,10,NAmes,130000,63
5,1588,2.0,480.0,768.0,1024,1955,1967,1,6,NAmes,150000,57
5,825,1.0,350.0,825.0,825,1954,1954,1,4,NAmes,109500,70
6,1796,2.0,483.0,780.0,983,1963,1963,1,8,NAmes,140000,61
6,1611,2.0,442.0,780.0,798,1964,1964,1,7,NAmes,167900,60
5,1117,1.0,264.0,1117.0,1117,1963,1963,1,6,NAmes,136870,61
6,1133,1.0,308.0,192.0,1133,2008,2008,1,7,OldTown,143000,16
5,764,2.0,504.0,680.0,764,1925,2004,1,4,OldTown,73000,20
5,1539,2.0,686.0,650.0,958,1904,2002,2,8,OldTown,157500,22
5,1323,2.0,400.0,780.0,948,1948,2005,1,6,OldTown,122600,19
5,1360,1.0,330.0,680.0,680,1910,2003,1,6,OldTown,111000,21
6,2792,2.0,520.0,1510.0,1584,1920,1950,2,8,OldTown,256000,74
5,672,1.0,256.0,672.0,672,1940,1950,1,4,OldTown,64000,74
6,1456,1.0,308.0,728.0,728,1915,2005,1,7,OldTown,139500,19
4,1594,0.0,0.0,828.0,828,1910,1996,2,9,OldTown,118000,28
7,2082,2.0,484.0,1362.0,1362,2003,2003,2,6,OldTown,200000,21
4,1656,2.0,440.0,801.0,1095,1940,1985,2,8,OldTown,119164,39
5,1740,1.0,225.0,936.0,960,1920,1950,1,6,OldTown,122250,74
7,1027,0.0,0.0,931.0,1027,1920,2006,1,5,OldTown,120000,18
6,1436,2.0,828.0,884.0,884,1940,1950,2,8,OldTown,155000,74
5,899,1.0,200.0,481.0,899,1910,1950,1,5,OldTown,78000,74
5,1080,0.0,0.0,684.0,684,1890,1996,1,5,OldTown,95000,28
5,789,1.0,250.0,789.0,789,1948,1950,1,5,OldTown,115000,74
5,1122,2.0,528.0,924.0,1122,1948,2005,1,6,OldTown,147000,19
5,1499,3.0,869.0,904.0,904,1946,1950,1,5,OldTown,140000,74
2,407,1.0,297.0,407.0,407,1946,1950,1,3,OldTown,46500,74
5,928,1.0,288.0,928.0,928,1957,1957,1,5,OldTown,112500,67
4,901,1.0,281.0,901.0,901,1954,2000,1,4,OldTown,107900,24
3,1588,0.0,0.0,448.0,1588,1949,1992,2,6,OldTown,65000,32
7,3493,3.0,870.0,1470.0,1675,1880,2002,3,10,OldTown,295000,22
5,1627,2.0,420.0,797.0,830,1900,2006,2,10,OldTown,139500,18
5,1416,3.0,720.0,876.0,876,1915,1950,1,7,OldTown,153900,74
7,1450,1.0,288.0,624.0,730,1920,1965,1,7,OldTown,132000,59
5,1344,3.0,513.0,624.0,624,1916,1950,1,7,OldTown,98000,74
5,1017,1.0,308.0,346.0,709,1900,2003,1,5,OldTown,114000,21
5,2350,2.0,393.0,973.0,1377,1920,1960,2,10,OldTown,130000,64
6,2058,2.0,396.0,735.0,1134,1917,1950,1,8,OldTown,129500,74
5,1540,0.0,0.0,572.0,884,1905,2005,1,7,OldTown,129400,19
7,1378,2.0,360.0,689.0,689,1928,2005,2,7,OldTown,161000,19
6,1912,2.0,672.0,482.0,1221,1905,2000,2,7,OldTown,163000,24
6,1484,0.0,0.0,742.0,742,1914,2001,2,9,OldTown,128000,23
8,2358,0.0,0.0,684.0,938,1872,1987,2,8,OldTown,122000,37
7,1111,1.0,288.0,572.0,572,1926,1950,1,5,OldTown,116900,74
10,2775,2.0,880.0,1237.0,1521,1893,2000,3,9,OldTown,325000,24
2,1086,2.0,400.0,723.0,723,1920,1950,1,5,OldTown,55000,74
7,2495,2.0,342.0,1313.0,1313,1890,1999,2,10,OldTown,184000,25
5,984,1.0,308.0,984.0,984,1959,1959,1,5,OldTown,110000,65
5,1795,1.0,352.0,1050.0,1050,1954,1954,2,7,OldTown,131500,70
5,882,1.0,308.0,0.0,882,1956,1956,1,4,OldTown,97000,68
4,1093,1.0,308.0,869.0,1093,1958,2006,1,5,OldTown,115500,18
5,1143,1.0,288.0,1008.0,1143,1928,1983,1,5,BrkSide,138000,41
7,1668,1.0,252.0,672.0,1195,1945,1950,1,8,BrkSide,108000,74
5,935,1.0,308.0,742.0,779,1930,1960,1,4,BrkSide,79500,64
5,1738,1.0,240.0,1024.0,1144,1935,1950,2,6,BrkSide,153000,74
5,784,0.0,0.0,784.0,784,1924,1950,1,5,BrkSide,109500,74
5,1210,1.0,240.0,672.0,832,1941,2006,1,6,BrkSide,124000,18
6,1290,1.0,200.0,554.0,736,1900,2000,1,6,BrkSide,106900,24
6,1672,1.0,240.0,981.0,1014,1940,1989,1,6,BrkSide,164900,35
5,949,2.0,370.0,949.0,949,1924,2003,1,5,BrkSide,119000,21
6,1158,1.0,208.0,862.0,950,1929,1950,1,5,BrkSide,120000,74
6,1497,1.0,672.0,825.0,825,1937,2000,2,5,BrkSide,157000,24
6,1342,1.0,240.0,739.0,874,1939,1950,2,7,BrkSide,105000,74
6,1013,1.0,160.0,992.0,1013,1926,1950,1,6,BrkSide,113000,74
5,1216,1.0,355.0,565.0,565,1920,1997,1,6,BrkSide,115000,27
4,1136,1.0,336.0,704.0,624,1929,1950,1,6,BrkSide,123000,74
5,808,1.0,164.0,0.0,808,1945,1995,1,6,BrkSide,81300,29
5,1573,2.0,360.0,1078.0,1128,1930,1992,2,8,BrkSide,162900,32
7,2009,2.0,400.0,989.0,1245,1939,1950,2,7,BrkSide,150000,74
5,1902,2.0,576.0,1100.0,1226,1923,1950,2,7,OldTown,123500,74
7,1774,2.0,468.0,952.0,1022,1931,1950,2,8,OldTown,129900,74
6,1362,2.0,502.0,611.0,751,1920,1999,2,6,BrkSide,128000,25
4,520,1.0,240.0,520.0,520,1927,1950,1,4,BrkSide,68500,74
5,1285,1.0,240.0,672.0,1072,1948,2001,1,6,BrkSide,127000,23
6,1848,2.0,370.0,833.0,1053,1923,2000,1,8,BrkSide,207000,24
7,1820,1.0,240.0,1026.0,1133,1925,1950,2,8,BrkSide,184000,74
6,1716,2.0,672.0,810.0,1170,1915,2004,2,8,BrkSide,162500,20
5,1505,1.0,240.0,883.0,988,1940,1982,1,8,BrkSide,145000,42
6,838,1.0,275.0,816.0,838,1918,2000,1,5,BrkSide,130000,24
6,1984,1.0,360.0,1242.0,1242,1910,1983,2,8,OldTown,160000,41
8,1666,1.0,228.0,588.0,833,1925,1996,1,7,OldTown,161000,28
6,1609,1.0,228.0,796.0,825,1910,1950,1,7,OldTown,127500,74
6,768,2.0,440.0,768.0,768,1930,1950,1,4,IDOTRR,93850,74
6,1536,1.0,308.0,768.0,768,1952,1952,1,7,IDOTRR,136000,72
6,1969,2.0,400.0,1272.0,1272,1938,1958,2,9,IDOTRR,141000,66
5,1308,2.0,400.0,880.0,880,1915,1978,2,6,IDOTRR,120000,46
6,1040,2.0,320.0,1040.0,1040,1925,1992,1,5,IDOTRR,127500,32
6,1236,1.0,384.0,768.0,788,1925,1950,2,6,IDOTRR,127000,74
6,1406,0.0,0.0,319.0,1035,1920,1950,1,6,IDOTRR,89500,74
5,825,2.0,720.0,825.0,825,1955,1995,1,4,OldTown,125000,29
6,1198,0.0,0.0,901.0,1088,1920,1998,1,7,OldTown,79900,26
5,759,2.0,576.0,451.0,759,1912,1991,1,5,IDOTRR,85000,33
3,1344,0.0,0.0,536.0,808,1915,1950,2,8,IDOTRR,82375,74
